number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,0,0,3,0,Went by quickly,4,FLEW
5,5,0,7,0,"""___ knew?""",3,WHO
8,9,0,14,0,"What to do ""if you've heard this before""",6,STOPME
14,0,1,3,1,"Energy, of a sort",4,AURA
15,5,1,7,1,Possessed,3,HAD
16,9,1,14,1,Illinois city whose name serves as shorthand for mainstream taste,6,PEORIA
17,0,2,7,2,Look for trouble,8,STINKEYE
19,9,2,14,2,Parthenon's place,6,ATHENS
20,0,3,6,3,"Offers, as a resignation",7,TENDERS
21,8,3,14,3,Good for nothing,7,FREEBIE
22,3,4,5,4,Espy,3,SEE
23,7,4,9,4,Mass transit vehicle,3,BUS
24,11,4,13,4,"Stock market index, in brief",3,DOW
25,0,5,2,5,"""Nova"" airer",3,PBS
28,4,5,10,5,Put a name to,7,LABELED
31,12,5,14,5,"""Oh, I see it now!""",3,AHA
33,0,6,3,6,West Coast gas brand,4,ARCO
35,5,6,8,6,Gig makeup?,4,MEGS
36,10,6,14,6,Went wrong,5,ERRED
38,0,7,6,7,"With 40-Across, open for business",7,DEARSIR
40,8,7,14,7,See 38-Across,7,ORMADAM
42,0,8,4,8,One who parties hearty,5,RAVER
43,6,8,9,8,Performer who thinks inside the box?,4,MIME
45,11,8,14,8,Brand of cooler,4,YETI
46,0,9,2,9,Scrape (by),3,EKE
47,4,9,10,9,Scholar,7,STUDENT
50,12,9,14,9,"""Spring forward"" result: Abbr.",3,DST
51,1,10,3,10,"Show where the term ""Debbie Downer"" originated, in brief",3,SNL
53,5,10,7,10,Media clutter,3,ADS
54,9,10,11,10,Winter coat,3,FUR
56,0,11,6,11,Fit for a king,7,REGALIA
58,8,11,14,11,Triangular pastries,7,SAMOSAS
62,0,12,5,12,Fashion photographer Richard,6,AVEDON
63,7,12,14,12,Run for the hills,8,SKISLOPE
64,0,13,5,13,Popular wine from Bordeaux,6,MERLOT
65,7,13,9,13,See 63-Down,3,HER
66,11,13,14,13,Leave behind,4,LOSE
67,0,14,5,14,"Spots for Hawaii and Alaska, often",6,INSETS
68,7,14,9,14,Source of Roquefort cheese,3,EWE
69,11,14,14,14,Stanch,4,STEM
1,0,0,0,3,Partner of loose,4,FAST
2,1,0,1,3,"Instrument depicted in Caravaggio's ""The Musicians""",4,LUTE
3,2,0,2,3,Sportscaster Andrews,4,ERIN
4,3,0,3,4,Suit in a tarot deck,5,WANDS
5,5,0,5,7,Question from someone who's lost,8,WHEREAMI
6,6,0,6,3,Does some baling,4,HAYS
7,7,0,7,2,"Shelley's ""___ to the West Wind""",3,ODE
8,9,0,9,5,Not densely packed,6,SPARSE
9,10,0,10,3,___-à-___,4,TETE
10,11,0,11,4,Expressed some abject admiration,5,OOHED
11,12,0,12,9,Got on first?,10,PREBOARDED
12,13,0,13,9,"Kellogg's cereal with a ""Frosted"" variety",10,MINIWHEATS
13,14,0,14,3,Move gently,4,EASE
18,4,2,4,5,Boat bottom,4,KEEL
21,8,3,8,9,Overly abundant,7,FULSOME
23,7,4,7,6,Plead,3,BEG
25,0,5,0,9,San Diego pro,5,PADRE
26,1,5,1,14,"Digs out of a hole, maybe",10,BREAKSEVEN
27,2,5,2,14,"Hyenas and raccoons, for two",10,SCAVENGERS
29,6,5,6,11,Vertex of an infamous triangle,7,BERMUDA
30,10,5,10,7,Alternative to Rep. or Ind.,3,DEM
32,14,5,14,9,Allow,5,ADMIT
34,3,6,3,8,Mine find,3,ORE
37,11,6,11,8,Beam from a sci-fi shooter,3,RAY
39,4,7,4,9,Many SAT takers: Abbr.,3,SRS
41,9,7,9,14,"Where you might dress up for a court appearance, informally?",8,RENFAIRE
44,7,8,7,10,Checks the age of,3,IDS
48,5,9,5,14,Spoils,6,TAINTS
49,10,9,10,12,Antacid brand,4,TUMS
52,3,10,3,14,Mess kitchen implement,5,LADLE
55,11,10,11,14,Parker House products,5,ROLLS
56,0,11,0,14,"""Mr. Robot"" actor Malek",4,RAMI
57,4,11,4,14,Spoils,4,LOOT
58,8,11,8,14,"Twist, as data",4,SKEW
59,12,11,12,14,Flue symptom?,4,SOOT
60,13,11,13,14,Church recess,4,APSE
61,14,11,14,14,Appear,4,SEEM
63,7,12,7,14,"With 65-Across, common pronoun pair",3,SHE
