number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,1,0,3,0,Gambling spot?,3,PIP
4,5,0,8,0,Chap,4,GENT
8,11,0,15,0,Addis ___,5,ABABA
13,18,0,20,0,Pro response,3,YEA
16,0,1,3,1,Bit of chicanery,4,JAPE
17,5,1,8,1,___ water (healthful drink),4,ALOE
18,11,1,15,1,Totally uncool,5,NOTOK
19,17,1,20,1,Rock's Jethro ___,4,TULL
20,0,2,8,2,"""You're gonna love this, I promise!""",9,ITLLBEFUN
22,10,2,20,2,Urban area typically with the tallest buildings,11,INNERCIRCLE
24,0,3,5,3,Rocky road topping?,6,GRAVEL
25,7,3,10,3,Length for a pregnancy,4,TERM
27,12,3,14,3,Moneymaking venture,3,GIG
28,16,3,20,3,LeBron James became one in 2018,5,LAKER
29,0,4,4,4,That's the spirit!,5,GENIE
30,6,4,13,4,Highway network that famously has sections without a speed limit,8,AUTOBAHN
32,15,4,20,4,Service recipient,6,CLIENT
33,0,5,3,5,An ocean,4,LOTS
34,5,5,7,5,"Device dusted off to watch old home movies, maybe",3,VCR
35,9,5,12,5,Flat-topped French hat,4,KEPI
36,14,5,18,5,Ante alternative,5,BLIND
37,0,6,2,6,Musician Brian,3,ENO
38,4,6,12,6,Public court proceeding,9,OPENHEART
40,14,6,17,6,Many a bad Yelp review,4,RANT
41,3,7,6,7,Luxuriate (in),4,BASK
42,8,7,11,7,They're not sciences,4,ARTS
43,13,7,15,7,"___ Cannon, creator of the ""Pitch Perfect"" film series",3,KAY
44,17,7,20,7,Fish sticks?,4,RODS
48,1,8,4,8,Strength of character,4,GRIT
50,6,8,8,8,"""Me!""",3,IAM
52,12,8,20,8,Compliment to a French chef,9,CESTSIBON
54,0,9,7,9,Crackerjack,8,WHIZBANG
56,9,9,13,9,Slack-jawed,5,AGAPE
59,15,9,20,9,Automotive successor of the Bel Air,6,IMPALA
60,0,10,2,10,"Proudly embody, informally",3,REP
61,4,10,16,10,What you're on when you're making progress,13,RIGHTTRIANGLE
64,18,10,20,10,"Product sold on a rack, informally",3,MAG
65,0,11,5,11,"""Them's fightin' words!""",6,ITSWAR
67,7,11,11,11,Set one's sights,5,AIMED
68,13,11,20,11,Welcome center handouts,8,AREAMAPS
70,0,12,8,12,"Free of flaws, as a reputation",9,STAINLESS
72,12,12,14,12,DiFranco of folk,3,ANI
73,16,12,19,12,Sewer in American history,4,ROSS
74,0,13,3,13,Hamlet's cousin,4,TOWN
75,5,13,7,13,Music genre prefix,3,ALT
76,9,13,12,13,Ideal engine sound,4,PURR
79,14,13,17,13,Duel personalities?,4,FOES
81,3,14,6,14,Like some memes,4,DANK
83,8,14,16,14,Major concern for a meteorologist,9,SUPERSTAR
85,18,14,20,14,"The Bruins, on scoreboards",3,BOS
88,2,15,6,15,Contents of a household box,5,FUSES
89,8,15,11,15,"Pasta whose name means ""barley"" in Italian",4,ORZO
90,13,15,15,15,Startled scream,3,EEK
91,17,15,20,15,Weight,4,HEFT
92,0,16,5,16,Goes from one thing to another,6,MORPHS
94,7,16,14,16,Purchase option for a dedicated fan,8,PREORDER
96,16,16,20,16,Like dumbbells,5,DENSE
97,0,17,4,17,Like Roma tomatoes,5,OVATE
98,6,17,8,17,Something that may be sold by the yard,3,ALE
99,10,17,13,17,"The Nature Conservancy and World Wildlife Fund, e.g., in brief",4,NGOS
100,15,17,20,17,"Hate, hate, hate",6,LOATHE
101,0,18,10,18,Certain juicing need,11,LEMONSQUARE
104,12,18,20,18,Residential construction project,9,PAVEDROAD
106,0,19,3,19,"Deep shot, in hoops",4,TREY
