number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,0,0,3,0,Unit of toilet paper,4,ROLL
5,0,1,3,1,"Cookie advertised with the slogan ""Twist, Lick, Dunk""",4,OREO
6,0,2,4,2,Word after bird or binge,5,WATCH
8,1,3,4,3,Amused text shorthand,4,LMAO
9,1,4,4,4,What always goes to waist?,4,BELT
1,0,0,0,2,One of five in a Mini crossword,3,ROW
2,1,0,1,4,Dental care brand,5,ORALB
3,2,0,2,4,"""Please, it would be my pleasure""",5,LETME
4,3,0,3,4,___ news (11 p.m. broadcast),5,LOCAL
7,4,2,4,4,Like jalapeños and Death Valley,3,HOT
