number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,0,0,5,0,Villains' antagonists,6,HEROES
7,7,0,12,0,"""Uh, sure""",6,IGUESS
13,14,0,16,0,Power project,3,DAM
16,18,0,20,0,Real mess,3,STY
19,0,1,5,1,"2008 Lil Wayne song that opens ""Young Money! You dig?""",6,AMILLI
20,7,1,16,1,Subject of clip art?,10,BONSAITREE
22,18,1,20,1,"""What do we have here?!""",3,OHO
23,0,2,5,2,Word before the year on U.S. paper currency,6,SERIES
24,7,2,16,2,Small thing to keep on track,10,MODELTRAIN
25,18,2,20,2,"Human rights activist Xiaobo, the first Chinese citizen to be awarded the Nobel Peace Prize (2010)",3,LIU
26,0,3,9,3,Presses CTRL+P  +  _____  +  Easter egg coloring,10,PRINCESSDI
28,12,3,20,3,"_____  +  Scroungy mutt +  Parent's sister, in some regions",9,AUCOURANT
30,3,4,6,4,Active Sicilian volcano,4,ETNA
31,8,4,11,4,European river that's an anagram of REED,4,EDER
34,13,4,15,4,Promise to pay,3,IOU
35,17,4,20,4,[I'm frustrated!],4,ARGH
36,0,5,2,5,Fragrant noodle soup made with beef,3,PHO
39,4,5,8,5,"Like Captain James T. Kirk, by birth",5,IOWAN
41,10,5,13,5,"Número de ""Años de Soledad"" in a Gabriel García Márquez novel",4,CIEN
43,16,5,20,5,Follows,5,OBEYS
44,0,6,7,6,"_____  +  Golfer's cry  +  ""Ugh!""",8,EUPHORIC
46,9,6,18,6,Column crossers  +  Sentry  +  _____,10,ROSEGARDEN
49,0,7,4,7,"""Encore!""",5,AGAIN
50,6,7,12,7,Irks,7,NETTLES
52,14,7,16,7,Crossed off,3,XED
53,18,7,20,7,Gangster film prop,3,GAT
56,0,8,5,8,"""Holy"" city",6,TOLEDO
58,7,8,11,8,Nongendered possessive,5,THEIR
59,13,8,20,8,Insult that's also a measurement device,8,DIPSTICK
61,4,9,9,9,"""The landlords of New York,"" once",6,ASTORS
63,11,9,15,9,One cast in a fantasy movie,5,SPELL
65,17,9,20,9,Digging,4,INTO
66,0,10,8,10,"French festival, familiarly  +  _____  +  Actor Michael",9,CANDYCANE
70,12,10,20,10,Punching tool  +  Chopping tool  +  _____,9,ALLACCESS
72,0,11,3,11,Cherubic archer,4,AMOR
73,5,11,9,11,Foil lookalikes,5,EPEES
75,11,11,16,11,Seoul-based carrier,6,ASIANA
76,0,12,7,12,Influential sorts,8,BIGSHOTS
78,9,12,13,12,Rod with seven A.L. batting titles,5,CAREW
80,15,12,20,12,Athlete's cup,6,TROPHY
