number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,0,0,3,0,"Image on the flag of Oakland, Calif., appropriately",4,TREE
5,5,0,9,0,Country whose capital is an anagram of its former capital,5,JAPAN
10,11,0,15,0,"Sends 10 texts in a row to, say",5,SPAMS
15,17,0,20,0,Stage partitions?,4,ACTS
19,0,1,3,1,Achings,4,YENS
20,5,1,9,1,Basic Mediterranean sauce,5,AIOLI
21,11,1,15,1,Eagles' home,5,AERIE
22,17,1,20,1,Pork cut,4,LOIN
23,0,2,15,2,"Stick of butter, geometrically",16,RECTANGULARPRISM
26,17,2,20,2,Sesame Street resident who refers to himself in the third person,4,ELMO
27,0,3,4,3,Attentive,5,ALERT
28,7,3,10,3,"Change of scenery, in real estate lingo",4,RELO
29,14,3,20,3,Less involved,7,SIMPLER
31,2,4,20,4,Seminal 1980 hit by Joy Division,19,LOVEWILLTEARUSAPART
37,0,5,3,5,Attire for some queens,4,DRAG
39,5,5,8,5,"Subtle flavor, to a wine taster",4,NOTE
40,11,5,14,5,Accomplishes,4,DOES
41,16,5,18,5,Barbecue discard,3,COB
42,0,6,3,6,White House staffer,4,AIDE
43,5,6,7,6,What a V-sign might indicate,3,TWO
44,9,6,15,6,"Try to hit, as a piñata",7,SWINGAT
47,18,6,20,6,"___-Locka, Fla.",3,OPA
50,0,7,13,7,"Colorado, Idaho and Wyoming, among others",14,MOUNTAINSTATES
53,15,7,20,7,"Lap, maybe",6,OUTRUN
56,0,8,2,8,"Visitors from afar, in brief",3,ETS
57,4,8,6,8,"Hurry, quaintly",3,HIE
58,8,8,10,8,A matter of course?,3,PAR
59,14,8,20,8,Works in a gallery,7,FINEART
60,3,9,5,9,___ Aviv,3,TEL
61,7,9,20,9,Hit 1998 Eddie Murphy comedy based on books by Hugh Lofting,14,DOCTORDOLITTLE
65,0,10,4,10,"""An empty set exists,"" e.g.",5,AXIOM
68,6,10,9,10,Stole,4,TOOK
69,11,10,14,10,It lacks value,4,ZERO
70,16,10,20,10,Leafy salad green,5,CRESS
71,0,11,13,11,Recommit to one's fitness … or what 23-Across depicts literally,14,GETBACKINSHAPE
74,15,11,17,11,State south of Mumbai,3,GOA
75,0,12,6,12,Perception,7,INSIGHT
76,10,12,12,12,Goof,3,ERR
77,14,12,16,12,"South, in much of South America",3,SUR
78,18,12,20,12,Light touch,3,PAT
81,0,13,5,13,Nickname that's an anagram of ONLINE,6,LONNIE
82,7,13,20,13,What characters in musicals often do … or what 31-Across depicts literally,14,BREAKOUTINSONG
87,0,14,2,14,"""Discreet Music"" musician Brian",3,ENO
88,5,14,11,14,Cars with clutches,7,MANUALS
90,13,14,15,14,Photographer Goldin,3,NAN
91,17,14,20,14,Prosecco cousin,4,ASTI
