number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,0,0,5,0,"Sell, as bicycles?",6,PEDDLE
7,8,0,13,0,Coups in journalism,6,SCOOPS
13,15,0,20,0,What might prompt a run for congress?,6,LIBIDO
19,0,1,5,1,Arctic jacket,6,ANORAK
20,7,1,13,1,Hairspray brand since the 1950s,7,AQUANET
21,15,1,20,1,Big name in pain relief,6,ANACIN
22,0,2,5,2,"Band whose final album, ""Synchronicity,"" was their most popular, with ""The""",6,POLICE
23,7,2,13,2,More in need of practice,7,RUSTIER
24,15,2,20,2,24 horas from now,6,MANANA
25,0,3,4,3,Big name in pain relief,5,ALEVE
26,6,3,13,3,Disembark,8,GOASHORE
27,15,3,20,3,Used an unspoken language,6,SIGNED
28,0,4,4,4,One not getting in too deep,5,WADER
29,6,4,8,4,Chinese zodiac animal,3,RAT
30,11,4,14,4,Tiny amount of time: Abbr.,4,NSEC
32,16,4,20,4,Hella,5,LOTSA
33,3,5,10,5,Game typically played in the dark,8,LASERTAG
37,13,5,20,5,Become established,8,TAKEROOT
39,0,6,2,6,Calf site,3,LEG
42,4,6,6,6,Common concert merch,3,TEE
43,8,6,12,6,Pronoun for Frenchwomen,5,ELLES
46,14,6,16,6,Like diamonds,3,RED
47,18,6,20,6,"It shares a key with ""!""",3,ONE
48,0,7,6,7,It might be stuck on the chopping block,7,AXEHEAD
50,8,7,13,7,"Rise, as a steed might",6,REARUP
52,15,7,17,7,Politico Cheney,3,LIZ
54,0,8,4,8,Color wheel options,5,TONES
55,9,8,14,8,Old yellers?,6,CRIERS
57,16,8,20,8,Animal with a prominent proboscis,5,TAPIR
61,0,9,3,9,"Trifling, informally",4,ITTY
62,5,9,15,9,"Lab-engineered fare, facetiously … or a hint to the six crossings of shaded squares",11,FRANKENFOOD
67,17,9,20,9,Totenberg of NPR,4,NINA
68,0,10,3,10,"""___ at 11"" (local news promo)",4,FILM
69,5,10,8,10,Prefix with biology,4,AERO
70,12,10,15,10,"Thing moving through a tube, maybe",4,OVUM
71,17,10,20,10,Qom home,4,IRAN
72,0,11,3,11,Lenovo competitor,4,ACER
73,5,11,15,11,Bountiful harvests for farmers … or another hint to the crossings of shaded squares,11,BUMPERCROPS
77,17,11,20,11,Grub,4,EATS
78,0,12,4,12,What gorillas have that giraffes lack?,5,HARDG
80,6,12,11,12,Spot for a tattoo,6,PARLOR
81,16,12,20,12,Prefix with biology,5,ASTRO
82,3,13,5,13,Peter Pan alternative,3,JIF
84,7,13,12,13,Achieved a flight training milestone,6,SOLOED
86,14,13,20,13,Hiking group?,7,NFLTEAM
88,0,14,2,14,"Email symbols, informally",3,ATS
91,4,14,6,14,Target of an annual shot,3,FLU
93,8,14,12,14,Worker who makes a ton of dough,5,BAKER
94,14,14,16,14,Terse affirmation,3,IAM
95,18,14,20,14,"Producers of multiple outs, for short",3,DPS
96,0,15,7,15,Like a very heavy sleeper,8,COMATOSE
99,10,15,17,15,Precisely,8,SMACKDAB
