number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,0,0,3,0,Concerning sights at beaches,4,FINS
5,5,0,7,0,Badly,3,ILL
8,10,0,14,0,"Catherine O'Hara's role on ""Schitt's Creek""",5,MOIRA
13,16,0,20,0,Get in the loop?,5,LASSO
18,0,1,3,1,Smart ___,4,ALEC
19,5,1,8,1,Regard,4,DEEM
21,10,1,14,1,Regarding,5,ABOUT
22,16,1,20,1,"""Gotcha,"" more informally",5,IMHIP
23,0,2,14,2,"A lover of gossip, the Netflix user …",15,SHARESANACCOUNT
26,16,2,20,2,Savage,5,BEAST
27,0,3,4,3,Actor Channing,5,TATUM
28,6,3,13,3,Defense of a history paper?,8,FORTRESS
29,15,3,20,3,"Andy who voiced Gollum in ""The Lord of the Rings""",6,SERKIS
30,1,4,6,4,Goal of some criminal justice advocacy groups,6,NOBAIL
32,8,4,10,4,Honey,3,BOO
33,13,4,18,4,Flower cultivated by the Aztecs,6,DAHLIA
35,4,5,8,5,Like a dream scenario,5,IDEAL
37,11,5,15,5,"""Bodak Yellow"" rapper ___ B",5,CARDI
39,17,5,19,5,Farm share inits.,3,CSA
41,0,6,20,6,The smoothie bar worker …,21,HASALLTHEJUICYDETAILS
49,0,7,3,7,Food thickener,4,AGAR
50,5,7,7,7,Ending with book or boor,3,ISH
51,9,7,12,7,Home of the 2003 Nobel Peace Prize winner Shirin Ebadi,4,IRAN
52,15,7,20,7,Hang loose,6,DANGLE
53,0,8,4,8,Proportion,5,RATIO
55,8,8,14,8,Cretan-born painter who was a leader of the Spanish Renaissance,7,ELGRECO
58,16,8,20,8,Antianxiety drug with a palindromic name,5,XANAX
59,0,9,11,9,The Boston Harbor worker …,12,SPILLSTHETEA
63,13,9,17,9,Denim jacket adornment,5,PATCH
65,0,10,2,10,Farm female,3,HEN
66,4,10,8,10,Assembly kit piece,5,DOWEL
67,12,10,16,10,"""Woot woot!""",5,YAHOO
68,18,10,20,10,Print maker,3,PAW
71,3,11,7,11,"Clock-changing time, for daylight saving time",5,TWOAM
72,9,11,20,11,The cooking show contestant …,12,STIRSUPDRAMA
76,0,12,4,12,"""___ bleu!""",5,SACRE
79,6,12,12,12,Draws out,7,SIPHONS
81,16,12,20,12,Currency exchange option,5,EUROS
82,0,13,5,13,"___ Questionnaire, character assessment that might ask ""What is your idea of perfect happiness?""",6,PROUST
84,8,13,11,13,Plane prefix,4,AERO
85,13,13,15,13,Big name in wings,3,KFC
88,17,13,20,13,Words after break or shake,4,ITUP
89,0,14,20,14,The athlete in the locker room …,21,AIRSTHEIRDIRTYLAUNDRY
94,1,15,3,15,"""___ is never finished, only abandoned"": Leonardo da Vinci",3,ART
95,5,15,9,15,Puts in order,5,RANKS
96,12,15,16,15,New York City's mayor after de Blasio,5,ADAMS
97,2,16,7,16,Auction actions,6,OFFERS
99,10,16,12,16,Bag,3,NAB
101,14,16,19,16,Useless,6,NOHELP
105,0,17,5,17,Small lump,6,NODULE
107,7,17,14,17,Wash with a spray,8,HOSEDOWN
111,16,17,20,17,Sneeze guard?,5,ELBOW
113,0,18,4,18,___ acid,5,AMINO
114,6,18,20,18,And the up-and-coming trial judge …,15,WANTSTOHEARMORE
116,0,19,4,19,"Red animal in the 2022 Pixar film ""Turning Red""",5,PANDA
117,6,19,10,19,Home of the rides Frozen Ever After and Remy's Ratatouille Adventure,5,EPCOT
118,12,19,15,19,Big name in party cups,4,SOLO
119,17,19,20,19,"""Peter Pan"" pirate",4,SMEE
