number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,3,0,8,0,"___'s number, cognitive limit to how many relationships a person can maintain",6,DUNBAR
7,10,0,16,0,Buy-lines?,7,SLOGANS
14,2,1,8,1,Bit of bedroom furniture,7,ARMOIRE
15,10,1,17,1,Onetime set of 13,8,COLONIES
17,1,2,8,2,Intermittently,8,ONANDOFF
18,10,2,18,2,They're right on an election map … or a description of 17-Across?,9,REDSTATES
20,0,3,5,3,Taunting response to a challenger,6,WHOYOU
21,8,3,13,3,"""Indeed""",6,ITISSO
23,16,3,19,3,What's the deal?,4,SALE
25,0,4,2,4,Implement used with a Venetian fórcola,3,OAR
26,5,4,7,4,Start of some California city names,3,LOS
29,9,4,11,4,Core group,3,ABS
30,13,4,19,4,Reference for exploring America,7,USATLAS
33,0,5,10,5,Screwdriver component … or a description of 37-Across?,11,ORANGEJUICE
37,12,5,19,5,Olympics no-nos,8,STEROIDS
38,0,6,4,6,Actor/activist George,5,TAKEI
39,6,6,9,6,Prefix with -pod,4,OCTO
40,11,6,15,6,Earthy pigment,5,OCHER
41,17,6,19,6,"""The One,"" in a sci-fi film series",3,NEO
42,3,7,5,7,"English meaning of the Portuguese ""e""",3,AND
44,7,7,12,7,Private plane producer,6,CESSNA
46,14,7,16,7,Part of the Statue of Liberty that's about four feet long,3,TOE
48,1,8,8,8,Negative space?,8,DARKROOM
51,10,8,18,8,"Marley in ""Marley & Me,"" e.g. … or a description of 48-Across?",9,YELLOWLAB
55,0,9,2,9,"""Help!""",3,SOS
56,4,9,7,9,Actress Teri,4,GARR
57,9,9,13,9,"With 58-Across, what's represented by this puzzle's colored ""stripes""",5,PRIDE
58,16,9,19,9,See 57-Across,4,FLAG
60,0,10,2,10,Dressing room assessment,3,FIT
61,4,10,6,10,Have,3,OWN
62,8,10,11,10,"Something that can be ""dead"" that was never alive",4,MAIL
63,13,10,15,10,Competitor of The Vitamin Shoppe,3,GNC
66,17,10,19,10,"Before, once",3,ERE
67,0,11,3,11,Gender-neutral possessive pronoun,4,ONES
69,6,11,10,11,City between Gainesville and Orlando,5,OCALA
71,12,11,15,11,Tarot card figure classically depicted in ragged clothing,4,FOOL
72,17,11,19,11,Clickable address,3,URL
73,1,12,9,12,Bureaucracy surrounding environmental regulations … or a description of 76-Across?,9,GREENTAPE
76,11,12,18,12,Device with a pair of spools,8,CASSETTE
