number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,0,0,3,0,Plant in a bloom,4,ALGA
5,5,0,8,0,"""La Vie en Rose"" singer",4,PIAF
9,10,0,13,0,Mechanical catch,4,PAWL
13,15,0,20,0,"Seasonal decoration from the Old French for ""sparkle""",6,TINSEL
19,0,1,3,1,Atypical band instrument,4,HARP
20,5,1,13,1,Path to Machu Picchu,9,INCATRAIL
22,15,1,20,1,World Cup cheer,6,OLEOLE
23,0,2,13,2,Two Iowans (1930),14,AMERICANGOTHIC
25,15,2,20,2,"Renovation need, perhaps",6,PERMIT
26,2,3,4,3,Succor,3,AID
27,6,3,10,3,Patton crossed it in 1944,5,SEINE
28,14,3,20,3,Stuff left behind by an old flame?,7,CINDERS
29,0,4,6,4,Slip in a warehouse,7,INVOICE
32,8,4,16,4,Part of the atmosphere above most weather,9,NEARSPACE
36,18,4,20,4,Writer buried in a Baltimore churchyard,3,POE
37,0,5,7,5,Six Basque villagers (1937),8,GUERNICA
39,10,5,14,5,"""Real Time With Bill ___""",5,MAHER
40,17,5,20,5,Souvlaki go-with,4,PITA
41,0,6,5,6,Hashtag's neighbor on a keyboard,6,ATSIGN
42,7,6,20,6,12 orbs (1889),14,THESTARRYNIGHT
47,5,7,9,7,Adorable one,5,CUTEY
49,11,7,13,7,Runner Down Under,3,EMU
50,15,7,17,7,Many moons,3,EON
51,0,8,6,8,Modern-day Phoenicia,7,LEBANON
56,8,8,11,8,TV host Joy,4,REID
58,14,8,20,8,"Performing, perhaps",7,ONSTAGE
62,0,9,4,9,Wane,5,ABATE
63,6,9,10,9,About to bloom,5,INBUD
65,12,9,16,9,"""Ted Lasso"" footballer Jamie ___",5,TARTT
67,18,9,20,9,Good name for a nuclear engineer?,3,ROD
68,0,10,20,10,One gemstone (1665),21,GIRLWITHAPEARLEARRING
72,0,11,2,11,"Just manage, with ""out""",3,EKE
73,4,11,8,11,Component of the immune system,5,TCELL
74,10,11,14,11,Sauce in Philippine cuisine,5,ADOBO
75,16,11,20,11,Wacky,5,INANE
76,0,12,6,12,Feature of a Raggedy Ann doll,7,REDHAIR
78,9,12,12,12,Frog-hopping-into-water sound,4,PLOP
79,14,12,20,12,Crazy Horse and kin,7,OGLALAS
81,3,13,5,13,Name on a box of fruit-flavored candy,3,IKE
82,7,13,9,13,Minute,3,WEE
84,11,13,15,13,Wash out,5,RINSE
86,0,14,13,14,"With 99-Across, four timepieces (1931)",14,THEPERSISTENCE
91,15,14,20,14,"Too much, musically",6,TROPPO
97,0,15,3,15,Plugs,4,WADS
98,6,15,10,15,Unreliable narrators,5,LIARS
99,13,15,20,15,See 86-Across,8,OFMEMORY
101,0,16,2,16,Prefix with genetics,3,EPI
102,4,16,12,16,"Instrument ""played"" in the ""Bill & Ted"" movies",9,AIRGUITAR
106,14,16,20,16,Shanties,7,LEANTOS
107,0,17,6,17,Goes straight,7,REFORMS
109,10,17,14,17,Eyelike openings,5,OCULI
111,16,17,18,17,Not in the dark,3,LIT
112,0,18,5,18,Kitchen drawer section,6,KNIVES
113,7,18,20,18,Kind of craft store kit ... or a hint to this puzzle's theme,14,PAINTBYNUMBERS
119,0,19,5,19,Sheathe,6,ENCASE
120,7,19,15,19,They're comfortable alone or in a crowd,9,AMBIVERTS
121,17,19,20,19,River through Kazakhstan,4,URAL
122,0,20,5,20,Yarn label number,6,DYELOT
123,7,20,10,20,World capital that's part of the NATO alphabet,4,LIMA
124,12,20,15,20,Viking group?,4,NASA
125,17,20,20,20,Cable channel with horror/fantasy programming,4,SYFY
1,0,0,0,2,"""So that's your game!""",3,AHA
2,1,0,1,2,Flight,3,LAM
3,2,0,2,6,Shin armor,7,GREAVES
4,3,0,3,6,Knowable without experience,7,APRIORI
5,5,0,5,2,"Proof of meeting a celeb, say",3,PIC
6,6,0,6,5,"""Hold on!""",6,INASEC
7,7,0,7,3,What pore clogging can lead to,4,ACNE
8,8,0,8,4,"""Oliver Twist"" antagonist",5,FAGIN
