number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,0,0,6,0,Precision woodworking tool,7,FRETSAW
8,9,0,13,0,"When repeated, a 1999 #1 Santana hit",5,MARIA
13,15,0,20,0,Passionate,6,ARDENT
19,0,1,6,1,Ingredient in a Caesar salad,7,ROMAINE
20,8,1,13,1,A tick or a tock,6,SECOND
21,15,1,20,1,Highly luminous galactic object,6,QUASAR
22,0,2,13,2,"*""Let's stick with what we've got …""",14,ABIRDINTHEHAND
24,15,2,20,2,Dissimilar to,6,UNLIKE
25,0,3,3,3,"Trivia lover, maybe",4,NERD
26,6,3,9,3,Blockhead,4,TWIT
27,11,3,15,3,SkyMiles offerer,5,DELTA
29,17,3,20,3,Pulitzer winner James,4,AGEE
30,3,4,9,4,Modern dance pioneer Duncan,7,ISADORA
33,11,4,20,4,"*""How clever we both are ...""",10,GREATMINDS
35,1,5,6,5,Spice grinder,6,PESTLE
37,8,5,11,5,"Locale of Hephaestus' forge, in mythology",4,ETNA
39,14,5,17,5,"Jessica of ""The Illusionist""",4,BIEL
40,0,6,2,6,Writer/humorist Frazier,3,IAN
41,4,6,7,6,"""What a pity!""",4,ALAS
43,10,6,13,6,"A butterfly flying into your home is a good one, some say",4,OMEN
46,15,6,20,6,They may be yawning,6,CHASMS
50,0,7,14,7,"*""Look who it is ...""",15,SPEAKOFTHEDEVIL
55,17,7,20,7,Ground grain,4,MEAL
56,0,8,5,8,Road hog?,6,HARLEY
57,7,8,9,8,"Kind of cable, for short",3,AUX
58,12,8,15,8,Twitter boss Musk,4,ELON
60,17,8,20,8,Target of tetracycline,4,ACNE
61,2,9,4,9,"""Little"" car of song that's ""really lookin' fine""",3,GTO
62,6,9,11,9,Orion's belt points to it,6,SIRIUS
65,14,9,16,9,Groovy,3,FAB
67,18,9,20,9,Chew out,3,RIP
68,0,10,20,10,"*""Timid types shouldn't be here ...""",21,IFYOUCANTSTANDTHEHEAT
74,0,11,2,11,Spot for a tat,3,PEC
75,4,11,6,11,Male turkey,3,TOM
76,9,11,14,11,Obsolescent circus workers,6,TAMERS
77,16,11,18,11,Fate,3,LOT
78,0,12,3,12,Carpenter's tool,4,ADZE
80,5,12,8,12,Goes up and down,4,BOBS
83,11,12,13,12,Honey,3,BAE
84,15,12,20,12,Hardly tiptoes,6,CLOMPS
87,0,13,3,13,Classic Memphis-based record label,4,STAX
88,6,13,20,13,"*""Looks can be deceiving ...""",15,ALLTHATGLITTERS
92,0,14,5,14,"From A to Z, maybe",6,SORTED
95,7,14,10,14,"Pants, slangily",4,TROU
96,13,14,16,14,Except,4,SAVE
97,18,14,20,14,Palindromic prefix,3,NON
98,3,15,6,15,Director Kazan,4,ELIA
100,9,15,12,15,Something a beanie lacks,4,BRIM
103,14,15,19,15,Parody,6,SENDUP
