number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,0,0,4,0,Turn off,5,REPEL
6,6,0,9,0,Make a trade,4,SWAP
10,12,0,14,0,"Emulate Rockin' Robin, in a 1958 hit",3,BOP
13,16,0,20,0,Poke,5,JABAT
18,0,1,4,1,"""Go me!""",5,IRULE
19,6,1,9,1,"Somewhat, musically",4,POCO
20,11,1,14,1,Hemingway's home for over 20 years,4,CUBA
21,16,1,20,1,Skate park trick,5,OLLIE
22,0,2,14,2,One in charge of Brownies and cookies? / Easy to understand,15,GIRLSCOUTLEADER
25,16,2,20,2,Put away for now,5,STORE
26,0,3,3,3,Drink with a domed lid,4,ICEE
27,5,3,8,3,More than just compact,4,MINI
28,10,3,14,3,"""Consequently …""",5,ANDSO
29,16,3,19,3,Feature of an ungulate,4,HOOF
30,0,4,2,4,Dance move used to teach children how to limit spreading germs while sneezing,3,DAB
31,4,4,20,4,Post-dryer chore / Splendid,17,FOLDINGTHELAUNDRY
35,2,5,6,5,Game stoppers,5,RAINS
37,9,5,12,5,"Shawkat of ""Arrested Development""",4,ALIA
38,14,5,16,5,It's a stretch,3,ERA
39,18,5,20,5,Steamed Chinese bun,3,BAO
40,1,6,4,6,Apt name for a horticulturist?,4,LEIF
41,7,6,10,6,"Wispy, as hair",4,FINE
43,13,6,15,6,Buzzer,3,BEE
44,17,6,20,6,"Ring or belt, essentially",4,BAND
45,0,7,13,7,One whom the bride and groom didn't invite / Steal a meal,14,WEDDINGCRASHER
50,15,7,20,7,Now,6,ATONCE
52,0,8,3,8,Traveled on horseback,4,RODE
53,5,8,9,8,"Predators whose genus name translates to ""of the kingdom of the dead""",5,ORCAS
54,11,8,14,8,Moonfish,4,OPAH
56,16,8,20,8,"Speaker of the catchphrase ""Did I do that?"" on 1990s TV",5,URKEL
57,0,9,6,9,Inoffensive,7,ANODYNE
59,10,9,17,9,Deep cut?,8,CREVASSE
61,0,10,2,10,Brit's clothespin,3,PEG
62,4,10,16,10,"Utopia / Occasionally, poetically",13,HEAVENONEARTH
66,18,10,20,10,"With 72-Across, post-sledding mugful",3,HOT
69,3,11,10,11,Settles the score,8,GETSEVEN
70,14,11,20,11,Potential result of a strike,7,PAYHIKE
72,0,12,4,12,See 66-Across,5,COCOA
75,6,12,9,12,Green isle,4,ERIN
76,11,12,15,12,Plus,5,ASSET
79,17,12,20,12,Akbar's tomb locale,4,AGRA
80,0,13,5,13,Despises,6,ABHORS
82,7,13,20,13,German deli meat / Discussion,14,BLACKFORESTHAM
85,0,14,3,14,One might be raised on a farm,4,BARN
86,5,14,7,14,"""Washboard"" features",3,ABS
88,10,14,13,14,"M.L.B. player with over 600 career home runs, to fans",4,AROD
89,16,14,19,14,Mushy ___ (British side dish),4,PEAS
90,0,15,2,15,"Poehler of ""Inside Out""",3,AMY
91,4,15,6,15,Palm product,3,OIL
92,8,15,11,15,Mexican capital,4,PESO
94,14,15,18,15,Some steel beams,5,IBARS
96,0,16,16,16,They might result in booby prizes / Physical discomforts,17,LASTPLACEFINISHES
101,18,16,20,16,"""Sportsman of the Century,"" per Sports Illustrated",3,ALI
104,1,17,4,17,"Stop running, in a way",4,CLOT
105,6,17,10,17,Words with motion or stone,5,SETIN
