number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,0,0,6,0,"Like the protagonist at the start of ""28 Days Later""",7,INACOMA
8,10,0,15,0,–,6,HSWEEP
14,17,0,20,0,"Lady Macduff, e.g.",4,SCOT
18,0,1,6,1,Group of fighters,7,MILITIA
19,8,1,15,1,One way to recoil,8,INHORROR
21,17,1,20,1,Male deer,4,HART
22,0,2,6,2,"""My ___"" (#1 hit for the Knack)",7,SHARONA
23,8,2,15,2,One of the two main branches of Buddhism,8,MAHAYANA
24,17,2,20,2,N.B.A. All-Star Gobert,4,RUDY
25,3,3,10,3,*Worker with a brush [three rungs],8,CHIMNEYH
27,15,3,20,3,Fuel option,6,DIESEL
29,0,4,3,4,"""Ciao!""",4,TATA
32,5,4,8,4,Completely pooped,4,BEAT
33,10,4,19,4,–,10,HCOMMANDER
38,0,5,2,5,A.C.C. school,3,UVA
39,4,5,7,5,Place with counselors,4,CAMP
40,10,5,14,5,Maker of Pilots and Passports,5,HONDA
41,16,5,18,5,Team ___,3,USA
42,0,6,2,6,"""___ Canto"" (2001 Ann Patchett novel)",3,BEL
43,4,6,8,6,Structure resembling a pergola,5,ARBOR
45,10,6,16,6,–,7,HPICKER
47,18,6,20,6,Airport with a BART station,3,SFO
50,0,7,4,7,"Mail, e.g.",5,ARMOR
52,6,7,11,7,Otis who founded the Otis Elevator Company,6,ELISHA
54,14,7,20,7,Expelled from the body,7,EGESTED
56,1,8,10,8,*Captain with a periscope [four rungs],10,SUBMARINEH
58,12,8,15,8,"Some military wear, informally",4,CAMO
60,17,8,20,8,Carpet specification,4,PILE
61,1,9,5,9,Former make of Ford,5,EDSEL
62,8,9,10,9,[I'm frustrated!],3,GAH
63,12,9,14,9,Lab eggs,3,OVA
64,17,9,20,9,"Animation and sculpting, for two",4,ARTS
65,3,10,17,10,Advances through corporate ranks … and what the answer to each starred clue in this puzzle does,15,CLIMBSTHELADDER
71,0,11,3,11,"""Mon ___!""",4,DIEU
74,6,11,8,11,"Singer Grande, to fans",3,ARI
75,10,11,12,11,Center,3,HUB
76,15,11,19,11,Celebrity gossip show with an exclamation point in its title,5,ENEWS
79,0,12,3,12,Map inits. until 1991,4,USSR
80,5,12,8,12,Pest control brand,4,DCON
81,10,12,19,12,–,10,HREPAIRMAN
84,0,13,6,13,"""Really good work!""",7,NICEJOB
86,9,13,14,13,Sung by a group,6,CHORAL
87,16,13,20,13,Writer known for his anthropomorphic animal characters,5,AESOP
89,0,14,2,14,"""When r u coming?""",3,ETA
90,4,14,10,14,*Seasonal orchard worker [eight rungs],7,CHERRYH
93,12,14,16,14,Staple of Dutch Golden Age art,5,TULIP
95,18,14,20,14,"Feeling while watching a volcanic eruption, perhaps",3,AWE
96,2,15,4,15,According to,3,PER
98,6,15,10,15,Narwhal's tusk,5,TOOTH
99,13,15,16,15,Pleasant speech cadence,4,LILT
100,18,15,20,15,"Pen that aptly rhymes with ""click""",3,BIC
101,1,16,10,16,*Worker for AT&T or Verizon [four rungs],10,TELEPHONEH
103,12,16,15,16,Common wall mirror shape,4,OVAL
104,17,16,20,16,Sound on Old MacDonald's farm,4,OINK
105,0,17,5,17,Chicken scratch,6,SCRAWL
106,10,17,17,17,–,8,HPAINTER
109,0,18,3,18,Worker who probably isn't paid enough,4,PEON
110,5,18,12,18,"Really, really spicy",8,ULTRAHOT
115,14,18,20,18,1/100 of a franc,7,CENTIME
119,0,19,3,19,Dirt clump,4,CLOD
