number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,3,0,7,0,Farm cry,5,BLEAT
6,9,0,18,0,Singer Celia Cruz or actress Rosie Perez,10,AFROLATINA
16,2,1,7,1,"Second-least populous state capital, after Montpelier",6,PIERRE
17,9,1,19,1,Like fire drills and dress rehearsals,11,PREPARATIVE
19,1,2,7,2,It may give a bowler a hook,7,HATTREE
20,9,2,20,2,"""We must wait to see what happens""",12,TIMEWILLTELL
22,0,3,3,3,"Pause, in music",4,REST
23,5,3,8,3,Legal profession?,4,OATH
25,10,3,16,3,Embarrassing miss,7,AIRBALL
26,18,3,20,3,___ culpa,3,MEA
27,0,4,5,4,Gently enter,6,EASEIN
29,7,4,9,4,Fifth-century nomad of central Asia,3,HUN
31,11,4,13,4,"""___ Te Ching""",3,TAO
32,17,4,20,4,"Needing another dryer cycle, say",4,DAMP
33,0,5,2,5,Org. that regulates pet food and false eyelashes,3,FDA
34,4,5,10,5,"Design, as software",7,DEVELOP
37,12,5,15,5,Showcase for a first chair in an orchestra,4,SOLO
40,17,5,20,5,Some Minecraft blocks,4,ORES
41,0,6,2,6,Only sch. to have a gold medal winner in every Summer Olympics since 1912,3,USC
42,4,6,11,6,Nuclear model named for a physicist,8,BOHRATOM
44,13,6,15,6,Actress Dennings,3,KAT
45,17,6,20,6,Symbol of longevity in Chinese numerology,4,NINE
46,0,7,6,7,"""We don't need to hear the details!""",7,SPAREUS
48,8,7,12,7,Carpentry peg,5,DOWEL
50,14,7,19,7,"Attack, Quixote-style",6,TILTAT
52,0,8,5,8,Specialized vocabularies,6,ARGOTS
53,7,8,17,8,Indicators of status in Maori culture,11,FACETATTOOS
55,0,9,3,9,Disney girl who fosters an alien,4,LILO
56,6,9,19,9,J.G. Ballard dystopia about a man stranded between motorways,14,CONCRETEISLAND
59,0,10,3,10,Huff,4,SNIT
60,5,10,15,10,Agreement,11,CONCURRENCE
61,17,10,20,10,Has an understanding,4,SEES
