number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,0,0,3,0,Sudden burst of electricity,4,JOLT
5,0,1,3,1,All over again,4,ANEW
6,0,2,4,2,Meditation teachers,5,YOGIS
8,1,3,4,3,"Part of the body that's altered by a Snapchat filter, often",4,FACE
9,1,4,4,4,Show off one's muscles,4,FLEX
1,0,0,0,2,Crested woodland bird,3,JAY
2,1,0,1,4,Powering switch,5,ONOFF
3,2,0,2,4,Judge-y?,5,LEGAL
4,3,0,3,4,How many times someone is allowed to be elected U.S. president,5,TWICE
7,4,2,4,4,"What the Victorian euphemisms ""amorous congress"" and ""taking a flyer"" meant",3,SEX
