number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,0,0,5,0,Homes that may have butlers,6,MANORS
7,8,0,12,0,Singer Dylan of the Wallflowers,5,JAKOB
12,15,0,20,0,Supporting beams,6,JOISTS
18,0,1,5,1,Bear or boar,6,ANIMAL
19,7,1,13,1,"Bees, e.g.",7,SOCIALS
21,15,1,20,1,Gleaming,6,AGLARE
22,0,2,5,2,"The ""C"" of AMC Theatres",6,CINEMA
23,7,2,13,2,"The whole package, colloquially",7,ALLTHAT
24,15,2,20,2,Sevastopol is its largest city,6,CRIMEA
25,0,3,8,3,Not true?,9,ATANANGLE
27,11,3,20,3,"Visitor to a website, in analytics lingo",10,UNIQUEUSER
29,0,4,2,4,"""Time ___ …""",3,WAS
30,5,4,10,4,Concedes,6,GRANTS
33,12,4,15,4,"Santa ___, Calif.",4,CRUZ
34,17,4,20,4,"m, to Einstein",4,MASS
35,2,5,4,5,B.C. neighbor: Abbr.,3,IDA
38,6,5,11,5,Think creatively,6,IDEATE
40,13,5,16,5,XL or 11C,4,SIZE
42,0,6,7,6,Beer named for a founding father,8,SAMADAMS
45,9,6,12,6,"W-2, for one",4,FORM
47,14,6,19,6,"W.W. I helmet, informally",6,TINHAT
51,0,7,5,7,2004 Will Smith sci-fi film,6,IROBOT
52,9,7,13,7,D.S.T. starting time ... or a hint to 42-Across,5,TWOAM
54,16,7,20,7,Weightlessness ... or a hint to 118-Across,5,ZEROG
56,0,8,2,8,"___ Compton, first woman to cover the White House for a TV network",3,ANN
57,4,8,7,8,Rating unit,4,STAR
60,9,8,13,8,Libya's Gulf of ___,5,SIDRA
61,15,8,20,8,Reporter's credit,6,BYLINE
62,0,9,3,9,TV tavern,4,MOES
64,5,9,8,9,Mimic,4,APER
66,10,9,13,9,"""Royal"" bird",4,TERN
67,15,9,20,9,In,6,AMIDST
68,3,10,9,10,Top credit rating ... or a hint to 25-Across,7,TRIPLEA
71,11,10,17,10,23rd in a series ... or a hint to 27-Across,7,DOUBLEU
73,0,11,5,11,Trust in,6,RELYON
76,7,11,10,11,Fails to be,4,ISNT
78,12,11,15,11,Keen,4,WAIL
79,17,11,20,11,Google ___,4,MAPS
83,0,12,5,12,Holds in high regard,6,EXALTS
84,7,12,11,12,Old lab burners,5,ETNAS
86,13,12,16,12,Water bird with a haunting call,4,LOON
88,18,12,20,12,Bit of HI gear?,3,LEI
89,0,13,4,13,Cops ... or a hint to 115-Across,5,FIVEO
90,7,13,11,13,Club for farm kids ... or a hint to 97-Across,5,FOURH
91,15,13,20,13,Pouch on a string,6,TEABAG
93,1,14,6,14,Game with L- and T-shaped pieces,6,TETRIS
96,8,14,11,14,Locale for a West Coast wine tour,4,NAPA
97,13,14,20,14,Secretive,8,HUSHHUSH
99,4,15,7,15,R&R settings,4,SPAS
101,9,15,14,15,Crystal-clear,6,LIMPID
103,16,15,18,15,"""O, ___ fortune's fool!"": Romeo",3,IAM
104,0,16,3,16,"Singer King with the 2014 hit ""Ex's & Oh's""",4,ELLE
108,5,16,8,16,Body feature of a mammoth,4,HUMP
110,10,16,15,16,Holy ___,6,TERROR
112,18,16,20,16,It might be taken to the airport,3,CAB
115,0,17,9,17,Spelling aid?,10,VOODOODOLL
118,12,17,20,17,Baseball announcer's call on a home run,9,OINOINONE
121,0,18,5,18,Nigerian city of 3.5+ million,6,IBADAN
122,7,18,13,18,Set on the ground,7,LAYDOWN
125,15,18,20,18,"""Jeopardy!"" fodder",6,TRIVIA
126,0,19,5,19,This evenin',6,TONITE
127,7,19,13,19,Video call glitch,7,TIMELAG
128,15,19,20,19,"""I kid you not!""",6,HONEST
129,0,20,5,20,Rate,6,ASSESS
130,8,20,12,20,Like the Xbox One X vis-à-vis the Xbox One,5,NEWER
131,15,20,20,20,Makes some Z's,6,SNORES
