number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,0,0,5,0,Wagner heroine,6,ISOLDE
7,7,0,10,0,Words before date or speed,4,UPTO
11,12,0,14,0,Like some scientists and dashes,3,MAD
14,0,1,5,1,Go off track,6,DERAIL
15,7,1,10,1,Old-fashioned prelude to a duel,4,SLAP
16,12,1,14,1,Big bird,3,EMU
17,0,2,10,2,"The 68 participants in the N.C.A.A. March Madness tournament, e.g.",11,SEEDEDTEAMS
19,12,2,14,2,Quick drink,3,NIP
20,1,3,3,3,Staff,3,ROD
21,5,3,8,3,Deserve,4,EARN
22,11,3,14,3,In the buff,4,NUDE
23,3,4,6,4,Rank below marquess,4,EARL
25,8,4,11,4,Convenience,4,EASE
28,1,5,13,5,"Michelangelo's David and the Venus de Milo, for two",13,MARBLESTATUES
33,0,6,2,6,"A, in Aachen",3,EIN
34,4,6,7,6,"The ""S"" of CBS: Abbr.",4,SYST
35,9,6,14,6,Like some remedies or teas,6,HERBAL
37,0,7,4,7,Sow's sniffer,5,SNOUT
39,6,7,8,7,Listen here,3,EAR
41,10,7,14,7,Cheers (for),5,ROOTS
42,0,8,5,8,Bit of shut-eye,6,CATNAP
44,7,8,10,8,C-worthy,4,SOSO
46,12,8,14,8,Young fellow,3,LAD
47,1,9,13,9,Purim or Rosh Hashanah,13,JEWISHHOLIDAY
50,3,10,6,10,Mononymous Irish singer,4,ENYA
51,8,10,11,10,Pop,4,SODA
52,0,11,3,11,The ___ of Avon,4,BARD
55,6,11,9,11,Doesn't keep,4,ROTS
57,11,11,13,11,Sgt. or cpl.,3,NCO
60,0,12,2,12,Bowl over,3,AWE
61,4,12,14,12,Old TV series featuring the creepy main character Barnabas Collins,11,DARKSHADOWS
65,0,13,2,13,Drag accessory,3,BOA
66,4,13,7,13,Et ___ (and others),4,ALII
67,9,13,14,13,Place for a lace,6,EYELET
68,0,14,2,14,"With 69-Across, courtroom directive … or, homophonically, what the starts of 17-, 28-, 47-and 61-Across are",3,ALL
69,4,14,7,14,See 68-Across,4,RISE
70,9,14,14,14,Tranquil,6,SERENE
1,0,0,0,2,T.S.A. requirements,3,IDS
2,1,0,1,3,"Nostradamus, for one",4,SEER
3,2,0,2,3,Cookie with its name on it,4,OREO
4,3,0,3,5,Item on a fire truck,6,LADDER
5,4,0,4,2,Stop running,3,DIE
6,5,0,5,6,In one's golden years,7,ELDERLY
7,7,0,7,3,App customer,4,USER
8,8,0,8,5,"Venus, but not Serena",6,PLANET
9,9,0,9,2,Many a tartan cap,3,TAM
10,10,0,10,2,Photo ___,3,OPS
11,12,0,12,3,List of options,4,MENU
12,13,0,13,3,Surrounded by,4,AMID
13,14,0,14,3,Trick,4,DUPE
18,6,2,6,7,"""Honor Thy Father"" author",6,TALESE
22,11,3,11,7,Prefix with -logical,5,NEURO
24,4,4,4,10,Choose not to participate,7,ABSTAIN
26,9,4,9,6,"""Feels so good!""",3,AAH
27,10,4,10,10,Olympics no-no,7,STEROID
28,1,5,1,9,"Nicki with the 2014 hit ""Anaconda""",5,MINAJ
29,2,5,2,9,Make ___ of (jot down),5,ANOTE
30,7,5,7,9,Secret store,5,STASH
31,12,5,12,9,Virus first discovered in 1976,5,EBOLA
32,13,5,13,9,Skewered Indonesian dish,5,SATAY
33,0,6,0,8,F1 neighbor,3,ESC
36,14,6,14,8,It's taken to start a trip,3,LSD
38,3,7,3,11,Like bachelors,5,UNWED
40,8,7,8,12,Fowl poles?,6,ROOSTS
43,5,8,5,10,Therapist's maj.,3,PSY
45,9,8,9,14,Walks through water,7,SLOSHES
48,6,9,6,14,2024 campaign name,6,HARRIS
49,11,9,11,14,It's up when you're angry,6,DANDER
52,0,11,0,14,___ ghanouj,4,BABA
53,1,11,1,14,Way off base?,4,AWOL
54,2,11,2,14,Bona fide,4,REAL
56,7,11,7,14,"Steinbeck's Tom Joad, e.g.",4,OKIE
58,12,11,12,14,___ slaw,4,COLE
59,13,11,13,14,"Clive of ""Inside Man""",4,OWEN
61,4,12,4,14,"___ es Salaam, Tanzania",3,DAR
62,5,12,5,14,"""Beef"" star Wong",3,ALI
63,10,12,10,14,House vote,3,AYE
64,14,12,14,14,French holy title: Abbr.,3,STE
