number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,1,0,5,0,One way to order coffee,5,BLACK
6,8,0,12,0,Nike competitor,5,ASICS
11,15,0,20,0,Supporting character in costume?,6,MASCOT
17,0,1,6,1,Relieves,7,SOOTHES
19,8,1,13,1,Kiwi or cassowary,6,RATITE
21,15,1,20,1,VCR medium,6,TVTAPE
22,0,2,13,2,"""RUFFALO"" and ""TWAIN""?",14,QUOTATIONMARKS
24,15,2,20,2,"Make comfier over time, as clothes",6,WEARIN
25,0,3,2,3,Receptacle for remains,3,URN
26,4,3,9,3,Meat-and-pastry dish,6,POTPIE
27,11,3,15,3,Attempt to pull apart,5,RIPAT
29,17,3,19,3,Number that looks like 16-Down in binary code,3,TWO
30,0,4,3,4,Not eliminated yet,4,INIT
32,6,4,8,4,Support for a swing,3,TEE
33,10,4,20,4,HARLO and SMAR?,11,CUTOFFJEANS
36,0,5,7,5,Drinker's structure made from stacked cans,8,BEERAMID
39,9,5,14,5,"Famed San Francisco theater, with ""the""",6,CASTRO
40,16,5,20,5,Like loose gemstones,5,UNSET
41,3,6,6,6,"""Sign me up!""",4,IMIN
42,8,6,10,6,"""___ All That,"" 2021 rom-com remake",3,HES
43,12,6,16,6,Rip-offs at the movies,5,STUBS
45,18,6,20,6,Norse goddess of death,3,HEL
46,0,7,11,7,LORD and KEMP?,12,JUMPINGJACKS
51,13,7,15,7,"Camera type, for short",3,SLR
52,17,7,20,7,Only,4,MERE
53,0,8,4,8,Flavoring for ouzo or sambuca,5,ANISE
54,6,8,12,8,Stops,7,DESISTS
56,15,8,20,8,Words of decree,6,ITISSO
58,0,9,2,9,___ check,3,MIC
59,5,9,9,9,"Diego Rivera's ""The Allegory of California,"" for one",5,MURAL
60,11,9,17,9,Metal coatings,7,PATINAS
63,0,10,8,10,*O'NEIL* and *ROGERS*?,9,STARBUCKS
66,12,10,20,10,CEEEEENA and LENNNNNON?,9,LONGJOHNS
70,3,11,9,11,Cutting tool with a reinforced spine,7,BACKSAW
72,11,11,15,11,___ fritas (Cuban French fries),5,PAPAS
73,18,11,20,11,Cry of surprise upon discovering the culprit,3,YOU
74,0,12,5,12,"Sole survivor in ""Reservoir Dogs""",6,MRPINK
77,8,12,14,12,Reply to a doubter,7,YESIDID
79,16,12,20,12,Baseball award given to Shohei Ohtani in ’23,5,ALMVP
81,0,13,3,13,Votes of confidence,4,YEAS
82,5,13,7,13,Place for a stirrup,3,EAR
85,9,13,20,13,WILDERODDENBERRY?,12,SPLICEDGENES
87,0,14,2,14,"Standard to exceed, metaphorically",3,BAR
88,4,14,8,14,Like security systems,5,ARMED
90,10,14,12,14,Solar wind particle,3,ION
91,14,14,17,14,Glow,4,AURA
92,0,15,4,15,Go with the flow,5,ADAPT
94,6,15,11,15,Part of a flight in which seatbelts must be worn,6,ASCENT
96,13,15,20,15,"Portrayer of the show creator in ""The Truman Show""",8,EDHARRIS
100,0,16,10,16,S-O-L-O and L-A-N-G-E?,11,DASHEDHOPES
102,12,16,14,16,"""Pshaw!""",3,BAH
103,17,16,20,16,"""Great"" child detective",4,NATE
104,1,17,3,17,"When repeated, nickname for Time's 2023 Person of the Year",3,TAY
105,5,17,9,17,Younger Jetson kid,5,ELROY
106,11,17,16,17,Have the nerve,6,DARETO
109,18,17,20,17,Moo goo ___ pan,3,GAI
110,0,18,5,18,"""Got it now""",6,AHISEE
112,7,18,20,18,RU$$ELL and BLA$$?,14,TWODOLLARBILLS
115,0,19,5,19,___-than-thou,6,HOLIER
116,7,19,12,19,Peaceful,6,SERENE
117,14,19,20,19,Set one's sights,7,TOOKAIM
118,0,20,5,20,Something found beneath an arch,6,INSOLE
119,8,20,12,20,"Leaders of the fam, with ""the""",5,RENTS
120,15,20,19,20,"""Lovergirl"" singer Marie",5,TEENA
1,1,0,1,5,Title spy in a Robert Ludlum series,6,BOURNE
2,2,0,2,5,Canadian dollar coin,6,LOONIE
3,3,0,3,2,QB stat: Abbr.,3,ATT
