number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,0,0,3,0,Gumshoes,4,TECS
5,5,0,10,0,"___ Hall, ""Days of Our Lives"" actress",6,DEIDRE
11,12,0,16,0,D.C. lobbying group with a Star of David in its logo,5,AIPAC
16,18,0,20,0,Back,3,AGO
19,0,1,3,1,Italian menu word,4,ALLA
20,5,1,10,1,Gave out,6,ISSUED
21,12,1,16,1,Handy,5,UTILE
22,18,1,20,1,Cut back a lot?,3,MOW
23,0,2,16,2,Fresh pair of loafers?,17,BEAVISANDBUTTHEAD
26,18,2,20,2,Actor McShane,3,IAN
27,0,3,8,3,Engraves with a machine,9,LASERCUTS
28,11,3,13,3,Plant also called herb-of-grace,3,RUE
29,16,3,20,3,Apollo 11's lunar lander,5,EAGLE
31,0,4,4,4,Follow,5,ENSUE
32,9,4,15,4,"Wilford who co-starred in 1985's ""Cocoon""",7,BRIMLEY
36,17,4,20,4,Blanc's opposite,4,NOIR
37,0,5,3,5,"""___ life?""",4,HOWS
38,5,5,20,5,Forerunners of flip-flops?,16,CAMPAIGNPROMISES
43,0,6,2,6,Singer Rita,3,ORA
44,4,6,10,6,Many non-scholarship athletes,7,WALKONS
45,13,6,17,6,Protein-rich fluid,5,SERUM
46,0,7,12,7,Slip before putting on a boot?,13,PARKINGTICKET
50,15,7,20,7,Backup groups,6,BTEAMS
54,3,8,7,8,They're found in pods,5,ORCAS
55,11,8,16,8,Lose fizz,6,GOFLAT
58,18,8,20,8,Home of the Sheikh Zayed Grand Mosque: Abbr.,3,UAE
59,0,9,5,9,Opposite of a no-no?,6,AYEAYE
62,8,9,14,9,Company that manufactures Silly Putty,7,CRAYOLA
65,17,9,20,9,Colorful breakfast bowlful,4,TRIX
66,0,10,3,10,Peddle,4,SELL
67,5,10,15,10,Noted name in clogs?,11,LIQUIDPLUMR
71,17,10,20,10,Navigation app,4,WAZE
72,0,11,3,11,"Movement whose name may derive from the French for ""hobbyhorse""",4,DADA
73,6,11,12,11,They quiet one's footsteps,7,CARPETS
74,15,11,20,11,Came (from),6,HAILED
76,0,12,2,12,"It's mined, all mined!",3,ORE
77,4,12,9,12,Ladybug or firefly,6,BEETLE
79,13,12,17,12,Starting point for many soul singers,5,CHOIR
81,0,13,5,13,"The ""I"" of 11-Across",6,ISRAEL
83,8,13,20,13,Collectors of moccasins?,13,SNAKEHANDLERS
90,3,14,7,14,Number of swans a-swimming,5,SEVEN
93,10,14,16,14,Star in Scorpius,7,ANTARES
94,18,14,20,14,Bon ___,3,MOT
95,0,15,15,15,Custom-fitted pumps?,16,ARTIFICIALHEARTS
100,17,15,20,15,Ship pole,4,SPAR
101,0,16,3,16,"Plot driver in ""Romeo and Juliet""",4,FEUD
102,5,16,11,16,"""I can ... almost ... reach it""",7,SOCLOSE
103,16,16,20,16,Bit of grass,5,BLADE
104,0,17,4,17,Metro costs,5,FARES
106,7,17,9,17,What a doll!,3,KEN
107,12,17,20,17,Dying stars,9,REDGIANTS
111,0,18,2,18,Elev.,3,ALT
112,4,18,20,18,1970s-era sneakers?,17,WATERGATEBURGLARS
117,0,19,2,19,"Green, say",3,ILL
118,4,19,8,19,Distant,5,APART
119,10,19,15,19,"""You're welcome,"" in Spanish",6,DENADA
120,17,19,20,19,Comic strip canine,4,ODIE
121,0,20,2,20,Ingredient in a Waldorf cocktail,3,RYE
122,4,20,8,20,"""Gnarly!""",5,GROSS
123,10,20,15,20,"So-called ""dog daisies""",6,OXEYES
124,17,20,20,20,The stuff of legends?,4,MAPS
1,0,0,0,7,Make the rounds at a restaurant,8,TABLEHOP
2,1,0,1,7,"___ Fagan, Billie Holiday's birth name",8,ELEANORA
3,2,0,2,7,Conflict associated with Marxism,8,CLASSWAR
