number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,0,0,6,0,"""I'm in heaven!""",7,AHBLISS
8,10,0,14,0,Word of gratitude overseas,5,MERCI
13,16,0,20,0,Optimists keep them high,5,HOPES
18,0,1,6,1,Bunk,7,BALONEY
19,9,1,20,1,One might crawl out of the woodwork,12,CARPENTERANT
21,0,2,6,2,Goofed (around),7,CLOWNED
22,8,2,20,2,"""I'm in heaven!""",13,THISISTHELIFE
23,0,3,5,3,"Entered a school zone, say",6,SLOWED
24,7,3,11,3,What used to be yours?,5,THINE
25,13,3,20,3,"Got a newer smartphone, maybe",8,TRADEDUP
26,1,4,4,4,Persian polymath Khayyám,4,OMAR
27,6,4,10,4,Quibbles,5,CARPS
28,12,4,14,4,"Many a consulting hire, for short",3,MBA
29,16,4,20,4,They may be locked and loaded,5,SAFES
30,0,5,3,5,"Loretta who played ""Hot Lips"" Houlihan on ""M*A*S*H""",4,SWIT
31,5,5,9,5,"All-woman rock band with the 1982 hit ""Vacation""",5,GOGOS
32,11,5,15,5,Bit of deception,5,FEINT
34,17,5,20,5,"Scrubbed, as a rocket launch",4,NOGO
35,0,6,8,6,Go through,9,PENETRATE
37,10,6,16,6,Moves to attack,7,COMESAT
39,18,6,20,6,"___ Carter, most-recorded jazz bassist in history",3,RON
40,0,7,7,7,Exercise typically done lying down,8,LEGRAISE
41,9,7,17,7,"Largest U.S. state capital by population, on a postmark",9,PHOENIXAZ
43,0,8,2,8,"When doubled, a classic Mardi Gras tune",3,IKO
44,4,8,12,8,Annual honors celebrating African American achievement,9,BETAWARDS
46,14,8,18,8,Likely Cotton Bowl attendee,5,TEXAN
48,0,9,3,9,Place in math class,4,TENS
50,5,9,13,9,Many equal rights champions,9,FEMINISTS
52,15,9,19,9,"Pros and cons, e.g.",5,SIDES
54,0,10,4,10,Peevish displays,5,SNITS
56,6,10,14,10,Welcome sights on road trips,9,RESTSTOPS
58,16,10,20,10,"""Boxcars""",5,SIXES
60,1,11,5,11,Style of column at Berlin's Brandenburg Gate,5,DORIC
62,7,11,15,11,2017 chart-topping hit whose YouTube video was the first to reach 3 billion views,9,DESPACITO
64,17,11,20,11,"Mark in art, in a way",4,ETCH
65,2,12,6,12,Playground game cry,5,NOTIT
67,8,12,16,12,Joke that goes over the line?,9,CRANKCALL
69,18,12,20,12,Turf ___ (football injury),3,TOE
70,3,13,11,13,Caused to kvell,9,MADEPROUD
72,13,13,20,13,"""This really needs to stop!""",8,IMSODONE
74,0,14,2,14,Piece of fudge?,3,FIB
77,4,14,10,14,Reveal the juiciest details,7,TELLALL
78,12,14,20,14,Squatting motions,9,KNEEBENDS
79,0,15,3,15,Muslim leader,4,IMAM
81,5,15,9,15,Volleyball star-turned-model Gabrielle,5,REECE
82,11,15,15,15,Close up on the screen?,5,GLENN
83,17,15,20,15,Scotland's ___ Lomond,4,LOCH
84,0,16,4,16,Charged,5,RANAT
