number,start_col,start_row,end_col,end_row,clue,"length (optional column, for checking only)","answer (optional column, for checking only)"
1,0,0,6,0,"Businesses that might offer ""pawdicures""",7,DOGSPAS
8,8,0,12,0,Subject in sexology,5,GSPOT
13,14,0,20,0,"Feeling of auditory bliss, in a modern coinage",7,EARGASM
20,0,1,6,1,Stacked haphazardly,7,INAPILE
21,8,1,12,1,Some religious artwork,5,ICONS
22,14,1,20,1,Band stan,7,GROUPIE
23,0,2,12,2,Preparing to put earrings in an ogre?,13,PIERCINGSHREK
25,14,2,20,2,Understood,7,GRASPED
26,0,3,4,3,"Treat, as wood",5,STAIN
27,6,3,9,3,Revealer of the Wizard of Oz,4,TOTO
28,13,3,16,3,Hostile parties,4,FOES
29,3,4,7,4,Nickname for Luigi,5,GIGIO
31,9,4,20,4,"The Macy's in New York's Herald Square, and others?",12,ORIGINSTORES
39,0,5,2,5,Harbor boat,3,TUG
42,4,5,6,5,Downside,3,CON
43,8,5,13,5,"Had trouble with, as an icy road",6,SLIDON
44,15,5,20,5,Defeat decisively,6,THRASH
45,0,6,3,6,Home to five U.S. national parks,4,UTAH
47,5,6,8,6,Instruction in a meringue recipe,4,BEAT
49,10,6,14,6,"E.M.T.'s apparatus, informally",5,DEFIB
51,16,6,20,6,Org. that facilitates adoptions,5,ASPCA
52,0,7,16,7,Pentad for a poetry performance?,17,FIVEPILLARSOFSLAM
56,18,7,20,7,Outdo,3,TOP
57,0,8,4,8,Infection fighter,5,TCELL
58,6,8,9,8,In ___ (as found),4,SITU
59,13,8,15,8,"What ""O"" might stand for",3,HUG
60,17,8,20,8,"""What's ___ …""",4,MORE
61,1,9,5,9,TV spy drama of the early 2000s,5,ALIAS
63,7,9,11,9,"Watch all at once, say",5,BINGE
66,14,9,20,9,Supreme Court surname,7,ROBERTS
68,3,10,17,10,Shopping for some cereal?,15,PICKINGONESBRAN
72,0,11,6,11,Deep-fried appetizer often served with chutney,7,PAPADAM
75,9,11,13,11,Big fuss,5,STINK
76,15,11,19,11,One side of a battery,5,ANODE
79,0,12,3,12,"""Good heavens!""",4,EGAD
80,5,12,7,12,"The ""L"" of L.V.",3,LAS
82,11,12,14,12,Vegan alternative to gelatin,4,AGAR
84,16,12,20,12,"Literary character described as ""a stout little fellow with red cheeks""",5,FRODO
86,0,13,2,13,"What ""X"" might stand for",3,TEN
87,4,13,20,13,Prize in a chowder cook-off?,17,CERTIFICATEOFCLAM
92,0,14,4,14,Gen Zer who might be into faux freckles and anime,5,EGIRL
94,6,14,10,14,Start of many a Father's Day card,5,TODAD
95,12,14,15,14,Campy stuff?,4,GEAR
96,17,14,20,14,___ mater,4,ALMA
97,0,15,5,15,Was completely depleted,6,RANOUT
99,7,15,12,15,"Smartphone, e.g.",6,DEVICE
101,14,15,16,15,"""Well, ___-di-dah!""",3,LAH
103,18,15,20,15,"You might need just the ""last four"" of it: Abbr.",3,SSN
104,0,16,11,16,Old-timey wizard who needs to learn some manners?,12,SPITTINGMAGE
106,13,16,17,16,Fly,5,PILOT
108,4,17,7,17,Be overly sweet,4,CLOY
109,11,17,14,17,"""No chickening out!""",4,DOIT
111,16,17,20,17,Faith founded in Persia,5,BAHAI
